Entrez	Gene Symbol	Ensembl ID	P-value
4653	MYOC	ENSG00000034971	2.81e-22
1280	COL2A1	ENSG00000139219	6.38e-09
11328	FKBP9	ENSG00000122642	2.46e-08
114785	MBD6	ENSG00000166987	1.57e-06
26469	PTPN18	ENSG00000072135	3.22e-06
10325	RRAGB	ENSG00000083750	3.95e-06
200895	DHFR2	ENSG00000178700	6.18e-06
1544	CYP1A2	ENSG00000140505	6.93e-06
219738	FAM241B	ENSG00000171224	7.52e-06
10267	RAMP1	ENSG00000132329	9.85e-06
414328	IDNK	ENSG00000148057	1.26e-05
27065	NSG1	ENSG00000168824	1.62e-05
4054	LTBP3	ENSG00000168056	1.67e-05
131920	TMEM207	ENSG00000198398	1.85e-05
57082	KNL1	ENSG00000137812	1.97e-05
23352	UBR4	ENSG00000127481	2.15e-05
390038	OR51D1	ENSG00000197428	2.75e-05
148979	GLIS1	ENSG00000174332	2.76e-05
1101	CHAD	ENSG00000136457	3.3e-05
23052	ENDOD1	ENSG00000149218	3.57e-05
125965	COX6B2	ENSG00000160471	4.05e-05
388701	CFAP141	ENSG00000163263	4.08e-05
2697	GJA1	ENSG00000152661	4.6e-05
6095	RORA	ENSG00000069667	4.99e-05
283337	ZNF740	ENSG00000139651	5.48e-05
5068	REG3A	ENSG00000172016	5.61e-05
80129	CCDC170	ENSG00000120262	5.66e-05
56606	SLC2A9	ENSG00000109667	5.92e-05
780776	TVP23A	ENSG00000166676	5.95e-05
1413	CRYBA4	ENSG00000196431	6.1e-05
163782	KANK4	ENSG00000132854	6.9e-05
2701	GJA4	ENSG00000187513	6.99e-05
29890	RBM15B	ENSG00000259956	7.52e-05
51686	OAZ3	ENSG00000143450	7.67e-05
79866	BORA	ENSG00000136122	7.7e-05
412	STS	ENSG00000101846	7.82e-05
142940	TRUB1	ENSG00000165832	7.89e-05
643664	SLC35G6	ENSG00000284515	8.49e-05
816	CAMK2B	ENSG00000058404	8.53e-05
200909	HTR3D	ENSG00000186090	9.18e-05
55716	LMBR1L	ENSG00000139636	9.24e-05
100820829	MYZAP	ENSG00000263155	9.27e-05
345462	ZNF879	ENSG00000234284	9.35e-05
