Entrez	Gene Symbol	Ensembl ID	P-value
8411	EEA1	ENSG00000102189	1.71e-06
166824	RASSF6	ENSG00000169435	1.72e-06
10018	BCL2L11	ENSG00000153094	1.84e-06
56146	PCDHA2	ENSG00000204969	4.07e-06
162394	SLFN5	ENSG00000166750	7.45e-06
83733	SLC25A18	ENSG00000182902	7.61e-06
85569	GALP	ENSG00000197487	2.93e-05
23030	KDM4B	ENSG00000127663	3.24e-05
54596	L1TD1	ENSG00000240563	4.77e-05
27248	ERLEC1	ENSG00000068912	6.02e-05
6626	SNRPA	ENSG00000077312	6.16e-05
2814	GP5	ENSG00000178732	6.26e-05
64400	AKTIP	ENSG00000166971	6.77e-05
338322	NLRP10	ENSG00000281166	7.06e-05
9020	MAP3K14	ENSG00000006062	7.15e-05
131149	OTOL1	ENSG00000182447	7.95e-05
55167	MSL2	ENSG00000174579	8.45e-05
4017	LOXL2	ENSG00000134013	8.53e-05
79084	WDR77	ENSG00000116455	9.27e-05
